module_id,path,module_size_class,runtime_role,pipeline_stage,current_responsibility,audit_status,robustness_score_0_to_5,ranking_pipeline_impact,finding_id,finding_summary,evidence,failure_mode,trigger_condition,current_observed_effect,worst_plausible_effect,row_integrity_impact,trading_safety_impact,severity,likelihood,detectability,recommended_fix,why_this_fix_is_needed,expected_benefit,what_behaviour_will_change,what_could_break_or_regress,compatibility_or_migration_risk,dependent_modules,prerequisites,recommended_tests,acceptance_criteria,estimated_effort,recommended_order,fix_now_or_later,confidence_in_recommendation
tests.test_tick_training,tests/test_tick_training.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_tick_training.py; lines=77; tests=covered_by:1; side_effects=sqlite,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,not_detected,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_time_domain_consistency,tests/test_time_domain_consistency.py,small,test,feed_ingestion_or_freshness,feed_ingestion_or_freshness,PARTIALLY_VERIFIED,3,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_time_domain_consistency.py; lines=96; tests=covered_by:1; side_effects=filesystem_write,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_time_of_day,tests/test_time_of_day.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_time_of_day.py; lines=124; tests=covered_by:2; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,not_detected,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_time_sanity_staleness,tests/test_time_sanity_staleness.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_time_sanity_staleness.py; lines=117; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_time_utils_compute_age,tests/test_time_utils_compute_age.py,small,test,candidate_normalization,candidate_normalization,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_time_utils_compute_age.py; lines=15; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,not_detected,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_timestamp_formatting,tests/test_timestamp_formatting.py,small,test,candidate_normalization,candidate_normalization,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_timestamp_formatting.py; lines=61; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_top_opportunities_row_classification_fields,tests/test_top_opportunities_row_classification_fields.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,3,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_top_opportunities_row_classification_fields.py; lines=65; tests=covered_by:1; side_effects=filesystem_write,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_top_opportunity_selector,tests/test_top_opportunity_selector.py,medium,test,scoring,scoring,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_top_opportunity_selector.py; lines=227; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_topn_replay_quality,tests/test_topn_replay_quality.py,medium,test,scoring,scoring,PARTIALLY_VERIFIED,3,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_topn_replay_quality.py; lines=317; tests=covered_by:1; side_effects=broker_or_market_adapter,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_torture_replay,tests/test_torture_replay.py,small,test,feed_ingestion_or_freshness,feed_ingestion_or_freshness,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_torture_replay.py; lines=75; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_tradable_flag,tests/test_tradable_flag.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,3,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_tradable_flag.py; lines=77; tests=covered_by:1; side_effects=filesystem_io,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_activation,tests/test_trade_activation.py,small,test,feed_ingestion_or_freshness,feed_ingestion_or_freshness,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_activation.py; lines=34; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder,tests/test_trade_builder.py,small,test,scoring,scoring,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder.py; lines=67; tests=covered_by:25; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_blocked_candidates,tests/test_trade_builder_blocked_candidates.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,3,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_blocked_candidates.py; lines=128; tests=covered_by:1; side_effects=filesystem_io,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_candidate_breadth,tests/test_trade_builder_candidate_breadth.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_candidate_breadth.py; lines=203; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_dirty_option_truth_to_ranking,tests/test_trade_builder_dirty_option_truth_to_ranking.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_dirty_option_truth_to_ranking.py; lines=194; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_fault_injection,tests/test_trade_builder_fault_injection.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_fault_injection.py; lines=73; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_index_bidask,tests/test_trade_builder_index_bidask.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_index_bidask.py; lines=185; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_mark_price,tests/test_trade_builder_mark_price.py,large,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_mark_price.py; lines=571; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_option_row_aliases,tests/test_trade_builder_option_row_aliases.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_option_row_aliases.py; lines=123; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_partial_row_rejects,tests/test_trade_builder_partial_row_rejects.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_partial_row_rejects.py; lines=159; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_planning_relaxations,tests/test_trade_builder_planning_relaxations.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_planning_relaxations.py; lines=129; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_policy_flags,tests/test_trade_builder_policy_flags.py,small,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_policy_flags.py; lines=44; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_quick_neutral_edge,tests/test_trade_builder_quick_neutral_edge.py,small,test,scoring,scoring,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_quick_neutral_edge.py; lines=37; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_real_candidate_supply,tests/test_trade_builder_real_candidate_supply.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_real_candidate_supply.py; lines=275; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_reject_reason,tests/test_trade_builder_reject_reason.py,small,test,broker_execution_handoff,broker_execution_handoff,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_reject_reason.py; lines=37; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,not_detected,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,semantic contract test for malformed input and explicit fail-closed behavior,Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_reject_summary,tests/test_trade_builder_reject_summary.py,medium,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_reject_summary.py; lines=391; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
tests.test_trade_builder_soft_vetoes,tests/test_trade_builder_soft_vetoes.py,large,test,option_chain_or_quote,option_chain_or_quote,PARTIALLY_VERIFIED,4,none_detected,NONE,"No module-specific defect found by static audit/probes; evidence checked includes AST parse, imports, public symbols, row-surface keywords, side-effect tokens, callers, and direct-test signals.",tests/test_trade_builder_soft_vetoes.py; lines=2276; tests=covered_by:1; side_effects=none_detected_by_static_scan,none_found_by_audit,See finding evidence or static row-surface/side-effect scan.,Audit-only observation; no production behavior changed.,no immediate row-integrity effect identified,direct_or_indirect,low_or_indirect,NONE,low,medium,No immediate module-specific fix; keep covered by wave-level contract tests if row_surface=yes or runtime_criticality=high.,"Preserve row truth, deterministic ranking, and fail-closed decision boundaries.",More explainable accepted/degraded/rejected/ranked/displayed row lifecycle.,none,none_identified,none_expected,,none,"stale versus fresh precedence, malformed/partial response, duplicate/out-of-order data",Specific row lifecycle invariant passes and audit evidence is updated.,XS,9999,no_fix_required,low_static_scan_only
